listingName,producerID,bottler,originCountry,drinkType,typeCategory,age,abv,reviewLink,officialDesc,sourceLink,photo
Satsuma Musou L’etriente du diable Akuma no Hoyou 薩摩無双 L’ etriente du diable 悪魔の抱擁,65c62d54876f110ab72a2a86,OB,Japan,Shochu,Imo (Sweet Potato),NAS,25.00%,(unpublished) https://a49dj2witjtk2qcz-35395109003.shopifypreview.com/blogs/whisky-reviews/articles?preview_key=b950102f475929c902af9f18f5457833 ,-,,
The SG Shochu Mugi,65c62d54876f110ab72a2a84,IB,Japan,Shochu,Mugi (Barley),NAS,40.00%,https://88bamboo.myshopify.com/blogs/everything-nice/shingo-gokans-sg-shochus-imo-kome-mugi-full-set?_pos=1&_sid=499f9a142&_ss=r,"It's rare to get the best of both worlds, but MUGI has achieved the perfect balance of various distillation pressures and aging methods. MUGI consists of five types of barley shochu genshu (undiluted shochu), with a unique combination of ageing method, distillation pressure, and koji ratio. Starting with a clear vision of a perfect blend, the process works backwards to construct the necessary component spirits to achieve the desired balance. By creating genshu aged in oak barrels, sherry butts, and stainless steel, each distilled at different pressures, it becomes possible to construct exacting flavor profiles.",,
iichiko Saiten iichiko彩天,65c62d54876f110ab72a2a84,OB,Japan,Shochu,Mugi (Barley),NAS,43.00%,-,"Crafted specifically for the modern bartender, iichiko Saiten is a full-flavored expression of shochu that is perfect for cocktails at 43% ABV (alcohol by volume). On the nose, iichiko Saiten is redolent with aromas of honeydew melon, white grape, pickled watermelon rind and kabosu citrus. There are also hints of soy, white pepper and rich barley notes. On the palate, iichiko Saiten has a strong start and a long finish. It exudes rich umami notes of jasmine tea, white peach, minerals and earth with some citrus and a saline finish that beckons another sip. Its complex flavors offer exciting options for mixing in cocktails.",,
iichiko Silhouette  いいちこシルエット,65c62d54876f110ab72a2a84,OB,Japan,Shochu,Mugi (Barley),NAS,25.00%,-,"iichiko Silhouette is the traditional expression of shochu and Japan’s #1 shochu brand. Lighter and eminently drinkable, Silhouette pairs well with a wide range of cuisines and is traditionally enjoyed with food, at 25% ABV (alcohol by volume). Silhouette is enjoyed straight or on the rocks; served with water (both cold and hot); served in a chu-hi (or shochu highball) mixed with soda and fruit juice; or served with oolong tea or matcha tea. Silhouette can also be a versatile base for low-alcohol cocktails.",,
iichiko Kogane No Imo Shochu いいちこ黄金の芋,65c62d54876f110ab72a2a84,OB,Japan,Shochu,Imo (Sweet Potato),NAS,25.00%,-,焼き芋の蜜を想わせる香り、やさしい甘み。「いいちこ黄金の芋」は日本産の原料のみを使い、じっくり低温発酵で醸した本格芋焼酎です。,,
iichiko 25% いいちこ25度,65c62d54876f110ab72a2a84,OB,Japan,Shochu,Mugi (Barley),NAS,25.00%,-,厳選した大麦・大麦麹と清冽で良質な水だけで醸しました。まろやかで飲み飽きしない、本格焼酎のベストセラーです。,,
Tumugi Wapirits Koji ,65c62d54876f110ab72a2a84,OB,Japan,Shochu,Others,NAS,40.00%,-,"WAPIRITS TUMUGI, the cocktail base spirits from Nippon (Japan). It was created in the traditional and unique Japanese way of brewing sake using koji. 1) Traditional ""Koji making"" that make full use of the ingredient's character, 2) ""Parallel multiple fermentation"" in which ferment koji and yeast are carried out in one step and 3) ""Single distillation method"" to extract rich flavor. Adding to these 3 techniques, blending “Natural botanical ingredients” created this cocktail base spirits from Nippon.",,
Tumugi Buntan Wapirits Koji,65c62d54876f110ab72a2a84,OB,Japan,Shochu,Others,NAS,43.00%,-,"Hoping that TUMUGI brings you joy of feeling four seasons of Japan and botanical ingredients nurtured in Japan. That was the start of the product development. With its rich fragrant, Tosa Buntan that has been harvested in season are carefully prepared by hand before steeped in pure shochu made from barley koji for several days. Firstly, please enjoy its fragrance, well balanced sweetness, and acidity with Ice or straight up. Cocktails are also recommended with Grapefruits, its origin is said Buntan, or citrus and other ingredients of Japan’s four seasons throughout the year. That brings more joy to enjoy WAPIRITS.",,
Tumugi Wapirits New Oak Cask Storage,65c62d54876f110ab72a2a84,OB,Japan,Shochu,Others,NAS,43.00%,-,"Pursuing the way to enjoy rich koji taste more directly drove us to create TUMUGI NEW OAK CASK STORAGE. WAPIRITS TUMUGI has been STORAGEd in white oak barrel until it’s well blended. Japan’s unique way of brewery by “koji making”, “Parallel multiple fermentation”, and “single distiller” plus storage in the barrel, TUMUGI NEW OAK CASK STORAGE has richer taste and flavor. Go with straight-up with ice or chilled, or with soda to enjoy botanical flavor.",,
Sakimoto Araroka  咲元 粗濾過泡盛,65c62d54876f110ab72a2a7e,OB,Japan,Shochu,Awamori,NAS,44.00%,https://88bamboo.co/blogs/features/inside-an-awamori-masterclass-the-oldest-living-japanese-spirit?_pos=2&_sid=d4ddcd17a&_ss=r,濾過を控えて瓶詰めした粗濾過泡盛。原酒本来の濃厚で深い香味が特徴。,,
Sakimoto Sannen Kusu 咲元 三年古酒,65c62d54876f110ab72a2a7e,OB,Japan,Shochu,Kusu (Aged Awamori),3,30.00%,-,古酒成分をたっぷり含んだ自慢の原酒をじっくりと貯蔵。甘みが程よく咲元酒造自慢の人気商品。,,
Kyoudo Gumi Ai Ryukyu Awamori Kuusu No Sato 協同組合琉球泡盛古酒の郷,65c62d54876f110ab72a2a79,IB,Japan,Shochu,Kusu (Aged Awamori),8,44.00%,https://88bamboo.co/blogs/features/inside-an-awamori-masterclass-the-oldest-living-japanese-spirit?_pos=2&_sid=d4ddcd17a&_ss=r,古酒(くーす）の郷は「悠久の時を刻み、沖縄の泡盛文化を発信」をキャッチフレーズに、琉球王国時代から愛され続けてきた泡盛古酒の、奥深い歴史と本物の味わいを販売・発信する、県内で一番新しい酒造所です。平成20年5月、泡盛の本流は古酒にあるという思い、そしてその古酒を世に知らしめたい、という思いから、県内43酒造メーカーの協力によって設立されました。,,
Ozeki Lemon Sour 大関 わが家のレモンサワーの素,65c62d54876f110ab72a2a53,OB,Japan,Shochu,Flavoured,NAS,24.00%,(unpublished) https://a49dj2witjtk2qcz-35395109003.shopifypreview.com/blogs/everything-nice/articles?preview_key=a844f4a1de75cf35a298ad2efd829019,シチリア産レモン果汁12%使用！贅沢果汁でしっかりおいしい！,,
"The Hachi Shochu, Brown Sugar (Kokuto), Cask Matured ",65c62d54876f110ab72a2a4e,OB,Japan,Shochu,Kokuto (Brown Sugar),NAS,30.00%,-,"THE HACHI SHOCHU,  Brown Sugar (Kokuto), Cask Matured is a collaboration with Yayoi Shochu Brewery LPC,  a family owned craft distillery established in 1922 and one of the oldest on Amami Oshima Islands of Kagoshima in Japan and Hacchan who, somewhere along the way was also exposed to Whisky and the benefits of Cask Maturation. Made from brown sugar sourced from various producers in Okinawa and Thai Mai (Thai Rice) White Koji and single distilled under normal atmospheric pressure (making it a Honkaku Shochu) to retain the flavours of the underlying ingredient, this Batch 1 is a blend of 3 – 5 years Kokuto Shochu aged in refill/recharred virgin American White Oak casks to add layers of complexity and flavour to the original spirit. Come and enjoy this special bottling with Hacchan. Kanpai!",,
"The Hachi Shochu Umeshu, Kagoshima Nanko Ume, Imo Shochu",65c62d54876f110ab72a2a4e,OB,Japan,Shochu,Flavoured,NAS,19.00%,-,"THE HACHI SHOCHU, Umeshu, is a collaboration with Ookubo Shuzo, a family owned farm distillery in Kagoshima and Hacchan, who has been singularly focused on showcasing Shochu, a hidden gem from Japan by offering a unique combination and layers of flavors overlaid on the original spirit. This Umeshu is another such example and is a combination of Koshu Yaki Imo Shochu (made from baked Kogane Sengan, a fluffy delicious variety of sweet potato with a lovely aroma and golden skin color and baked Annou Imo, a naturally sweeter variety of sweet potato with a yellow flesh and high viscosity), Kuro (Black) Koji and single distilled under normal atmospheric pressure making it a Honkaku Shochu) which has been aged for over 10 years (i.e Koshu) and some delicious Kanjuku (i.e. ripened) Nanko (refers to the variety) Ume (plum) from Kagoshima. Come and enjoy this special bottling with Hacchan. Kanpai!",,
Ookubo Hanayakko White Koji Shikomi 太久保 華奴 白麹仕込,65c62d54876f110ab72a2a4e,OB,Japan,Shochu,Imo (Sweet Potato),NAS,25.00%,-,太久保酒造が考える、スタンダードな白麹仕込みの鹿児島芋焼酎 ,,
Ookubo Kurokusui Hanayakko White Koji Shikomi 太久保 黒粋華奴 白麹仕込,65c62d54876f110ab72a2a4e,OB,Japan,Shochu,Imo (Sweet Potato),NAS,25.00%,-,太久保酒造が考える、スタンダードな黒麹仕込みの鹿児島芋焼酎 ,,
Ookubo Mori no Yousei Yaki Imo Shikomi 太久保 杜の妖精 焼き芋仕込,65c62d54876f110ab72a2a4e,OB,Japan,Shochu,Imo (Sweet Potato),NAS,25.00%,-,通常、蒸し芋で仕込むところを焼き芋にして仕込んだ焼き芋焼酎。蒸し芋にはない濃厚な香りと味をご堪能ください。,,
Ookubo Beni Haruka Yaki Imo Shikomi 太久保 紅はるか 焼き芋仕込,65c62d54876f110ab72a2a4e,OB,Japan,Shochu,Imo (Sweet Potato),NAS,25.00%,-,濃厚芳醇な味と香りを一層引き出すために「紅はるか」を甘味が増すまで貯蔵熟成させ、焼き芋にして仕込みました。 ,,
Ookubo Futoshi Black Koji Gold Shikomi Kusu 太久保 太 黒麹ゴールド仕込 古酒,65c62d54876f110ab72a2a4e,OB,Japan,Shochu,Imo (Sweet Potato),NAS,25.00%,-,古酒特有の熟成されたやさしさとなめらかな口あたりが特徴です。 ,,
Ookubo White Oak 太久保 ホワイトオーク,65c62d54876f110ab72a2a4e,OB,Japan,Shochu,Imo (Sweet Potato),NAS,25.00%,-,芋焼酎古酒をさらに樽にて熟成させ、樽由来のバニラ香と甘みをプラスしました。 ,,
Ookubo Red Cask 太久保 レッドカスク,65c62d54876f110ab72a2a4e,OB,Japan,Shochu,Imo (Sweet Potato),NAS,25.00%,-,芋焼酎古酒をさらに樽にて熟成させ、樽由来の酸味をプラスしました。 ,,
Okunomatsu 01 Imo Hanatare 奥の松 01 芋 ハナタレ,65c62d54876f110ab72a2a4c,OB,Japan,Shochu,Imo (Sweet Potato),NAS,44.00%,-,焼酎を蒸留するときに最初にたれてくる初溜部分。それが初垂れ（ハナタレ）です。全蒸留のほんのわずかしか取れない、とても希少な焼酎。私たち奥の松は、このただでさえ希少な焼酎そのままの風味、味わいを皆様に楽しんで頂けるよう、日本酒で培った独自の貯蔵により、個性豊かに仕上げました。とても贅沢なお酒、奥の松　本格焼酎　初垂れ（ハナタレ）。本格派の味わいをご堪能下さい。,,
Okunomatsu 07 Daiginjo Kasutori Genshu 奥の松 07 大吟醸 粕取り原酒 ,65c62d54876f110ab72a2a4c,OB,Japan,Shochu,Kasu (Sake Lees),NAS,38.00%,-,大吟醸粕取り原酒は、熟成した粕取り焼酎とフレッシュな粕取り焼酎をブレンドした自信作。アルコール度数を感じさせない飲みやすさと、すっきりとした味わいが特徴です。全国新酒鑑評会連続金賞蔵の伝統と技がこの焼酎の原点です。,,
Okunomatsu 08 Kasutori 奥の松 08 粕取り ,65c62d54876f110ab72a2a4c,OB,Japan,Shochu,Kasu (Sake Lees),NAS,25.00%,-,八千代蔵から生まれた粕取り焼酎は、フレッシュな清酒粕を厳選し低温蒸留により香り高くまろやかな焼酎に仕上げました。甘い香りとすっきりとした味わいが特徴の「奥の松　本格焼酎　08粕取り」は、蔵人達が伝承の技を思う存分発揮し造り上げた逸品です。,,
Okunomatsu 03 Mugi 奥の松 03 麦,65c62d54876f110ab72a2a4c,OB,Japan,Shochu,Mugi (Barley),NAS,25.00%,-,「本格焼酎　03麦」は、選りすぐった大麦のみを原料とし、焼酎造りの蔵人たちが伝承の技を思う存分発揮し、造り上げた逸品です。味わいは、丹念に造り上げた焼酎麹と焼酎酵母が大麦の風味を引き出し、単式蒸留方法で造り上げた原料由来の芳香と軽快な甘味が特徴です。日本酒の芸術品といわれています吟醸造りで馴らした蔵人の技が生かされています。 ,,
Okunomatsu 04 Imo 奥の松 04 芋,65c62d54876f110ab72a2a4c,OB,Japan,Shochu,Imo (Sweet Potato),NAS,25.00%,-,「本格焼酎　04芋」は、選りすぐった甘藷（かんしょ）を原料とし、焼酎造りの蔵人たちが伝承の技を思う存分発揮し、造り上げた逸品です。味わいは、丹念に造り上げた焼酎麹と焼酎酵母が甘藷の風味を引き出し、単式蒸留方法で造り上げた原料由来の芳香と軽快な甘味が特徴です。日本酒の芸術品といわれています吟醸造りで馴らした蔵人の技が生かされています。 ,,
